class,mem,fhr,bss,base rate,auc
sigwind_rptdist_2hr,4,13,0.031354448585667494,0.00021720980430754193,0.9863108998513148
hailone_rptdist_2hr,4,13,0.02329306422973798,0.0005633879299226869,0.9730425880375618
wind_rptdist_2hr,4,13,0.09303141957203909,0.0018428894334218012,0.9811909301591507
torn_rptdist_2hr,4,13,0.050310539985145786,0.0002918756745382595,0.9886264140128596
any_rptdist_2hr,4,13,0.10235854901026975,0.002335005396306076,0.9766502100363332
sighail_rptdist_2hr,5,13,0.0016114346419895398,4.75146446922748e-05,0.940689450859765
sigwind_rptdist_2hr,5,13,0.032862894916613095,0.00021720980430754193,0.9860459852859306
hailone_rptdist_2hr,5,13,0.021603289352880917,0.0005633879299226869,0.9745685881259348
wind_rptdist_2hr,5,13,0.09520499881964162,0.0018428894334218012,0.9817398414728347
torn_rptdist_2hr,5,13,0.029163094835120806,0.0002918756745382595,0.9878562665007643
any_rptdist_2hr,5,13,0.09640233830904299,0.002335005396306076,0.9768055873984213
sighail_rptdist_2hr,6,13,7.925390883456451e-06,4.75146446922748e-05,0.9590153382621615
sigwind_rptdist_2hr,6,13,0.036322182970841554,0.00021720980430754193,0.9861625964926574
hailone_rptdist_2hr,6,13,0.02311102008694177,0.0005633879299226869,0.9750205385519257
wind_rptdist_2hr,6,13,0.104097909249533,0.0018428894334218012,0.9801125317035264
torn_rptdist_2hr,6,13,0.05096674404814905,0.0002918756745382595,0.9893244200257696
any_rptdist_2hr,6,13,0.10842580025398496,0.002335005396306076,0.97602286355336
sighail_rptdist_2hr,7,13,0.0027626504566385934,4.75146446922748e-05,0.9640853432659823
sigwind_rptdist_2hr,7,13,0.0623749963862239,0.00021720980430754193,0.9869747642422144
hailone_rptdist_2hr,7,13,0.025084663911054905,0.0005633879299226869,0.9775664904933508
wind_rptdist_2hr,7,13,0.1128372863192646,0.0018428894334218012,0.9820146321371519
torn_rptdist_2hr,7,13,0.05260501000571538,0.0002918756745382595,0.9869536589063073
any_rptdist_2hr,7,13,0.11539756716783656,0.002335005396306076,0.9782993416675408
sighail_rptdist_2hr,8,13,-0.0007064639373954851,4.75146446922748e-05,0.9537666600078354
sigwind_rptdist_2hr,8,13,0.05533499942788589,0.00021720980430754193,0.9889903055431086
hailone_rptdist_2hr,8,13,0.01914822612331557,0.0005633879299226869,0.9743419685261011
wind_rptdist_2hr,8,13,0.10162181991884578,0.0018428894334218012,0.9813119022977436
torn_rptdist_2hr,8,13,0.04002472332712048,0.0002918756745382595,0.9882120987708904
any_rptdist_2hr,8,13,0.1053301578394954,0.002335005396306076,0.977055504448745
sighail_rptdist_2hr,9,13,-0.004674272618148123,4.75146446922748e-05,0.949522503617103
sigwind_rptdist_2hr,9,13,0.06417131466589432,0.00021720980430754193,0.9878797807147076
hailone_rptdist_2hr,9,13,0.02067456443585647,0.0005633879299226869,0.9741935856711278
wind_rptdist_2hr,9,13,0.11652303626252059,0.0018428894334218012,0.9815642599848617
torn_rptdist_2hr,9,13,0.049516292690162556,0.0002918756745382595,0.988991661192729
any_rptdist_2hr,9,13,0.11429555724751361,0.002335005396306076,0.9771381005900701
sighail_rptdist_2hr,10,13,0.0018138832361985768,4.75146446922748e-05,0.9622612760518691
sigwind_rptdist_2hr,10,13,0.04685577674452235,0.00021720980430754193,0.9884350696495374
hailone_rptdist_2hr,10,13,0.02303524589235373,0.0005633879299226869,0.9717210529158198
wind_rptdist_2hr,10,13,0.1084842421676313,0.0018428894334218012,0.9824508306554182
torn_rptdist_2hr,10,13,0.05308427137107952,0.0002918756745382595,0.9863046025289592
any_rptdist_2hr,10,13,0.10858291612508486,0.002335005396306076,0.9771887970034321
sighail_rptdist_2hr,11,13,-0.00487404129526281,4.75146446922748e-05,0.9645460875164369
sigwind_rptdist_2hr,11,13,0.030922104588188004,0.00021720980430754193,0.9867157902977778
hailone_rptdist_2hr,11,13,0.016807082624222258,0.0005633879299226869,0.9756249427211701
wind_rptdist_2hr,11,13,0.10087573385828419,0.0018428894334218012,0.9810105740319275
torn_rptdist_2hr,11,13,0.04571391979309458,0.0002918756745382595,0.9875556209971831
any_rptdist_2hr,11,13,0.10417997371442045,0.002335005396306076,0.9769517085734603
sighail_rptdist_2hr,12,13,0.004795865271549848,4.75146446922748e-05,0.952541645170925
sigwind_rptdist_2hr,12,13,0.042107028748648245,0.00021720980430754193,0.9839915647425844
hailone_rptdist_2hr,12,13,0.029002179433713193,0.0005633879299226869,0.9715850770645745
wind_rptdist_2hr,12,13,0.10989907802902021,0.0018428894334218012,0.9794875549074904
